destination,country,continent,city,place_name,place_variant,avg cost (usd/day),avg_temp_year,hiking_score,beach_score,nightlife_score,culture_score,food_score,adventure_score,nature_score,safety_score,accommodation_type,terrain_type,travel_style
Japan,Japan,Asia,Okinawa,Island Beaches,main area,126.36,,4.0,9.0,4.0,4.0,8.0,6.0,7.0,9.0,Resort/Apartment,Coastal,Relaxation
New Zealand,New Zealand,Oceania,Dunedin,Heritage Quarter,local experience,146.04,13.1,4.0,4.0,6.0,9.0,9.0,4.0,4.0,10.0,Standard Hotel,Urban-Heritage,Culture
Thailand,Thailand,Asia,Koh Samui,Luxury Villas,nearby district,214.36,29.5,5.0,8.0,8.0,,9.0,5.0,5.0,8.0,Resort/Apartment,Coastal,Luxury
USA,USA,North America,Florida Keys,Tropical Coast,nearby district,147.91,12.6,4.0,8.0,5.0,5.0,7.0,5.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
France,France,Europe,Bordeaux,Wine Country,local experience,,12.9,5.0,8.0,5.0,6.0,7.0,6.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Germany,Germany,Europe,Baden-Baden,Spa Hotels,nearby district,199.17,9.3,4.0,8.0,7.0,6.0,10.0,4.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Brazil,Brazil,South America,Sao Paulo,Fine Dining Hotels,day-trip zone,186.18,24.9,5.0,6.0,7.0,6.0,8.0,4.0,5.0,6.0,Resort/Apartment,Coastal,Luxury
Egypt,Egypt,Africa,Aswan,Nile Desert Routes,nearby district,121.63,25.0,9.0,6.0,4.0,6.0,6.0,9.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Kenya,Kenya,Africa,Nairobi,High-end Hotels,day-trip zone,,23.0,4.0,7.0,6.0,7.0,9.0,4.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
Brazil,Brazil,South America,Foz do Iguacu,Iguazu Falls Trails,main area,111.46,26.4,9.0,4.0,4.0,5.0,7.0,10.0,8.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Spain,Spain,Europe,Madrid,High-end City Stay,day-trip zone,250.74,17.8,5.0,8.0,6.0,8.0,7.0,5.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Vietnam,Vietnam,Asia,Da Nang,Beach Coast,main area,142.95,29.4,5.0,9.0,5.0,4.0,7.0,4.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
South Africa,South Africa,Africa,Cape Town,Budget Hostels,main area,72.19,21.8,5.0,6.0,7.0,7.0,8.0,5.0,8.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Krabi,Rock Climbing,nearby district,119.95,,9.0,5.0,4.0,6.0,7.0,9.0,7.0,,Guesthouse/Hostel,Mountain-Nature,Adventure
Spain,Spain,Europe,Seville,Alcazar and Flamenco,day-trip zone,137.3,20.5,4.0,3.0,5.0,9.0,7.0,2.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Germany,Germany,Europe,Leipzig,Affordable Arts Scene,main area,53.23,6.6,7.0,4.0,7.0,6.0,7.0,6.0,5.0,9.0,Guesthouse/Hostel,Urban-Heritage,Budget
Vietnam,Vietnam,Asia,Ha Giang,Mountain Loop,nearby district,136.41,26.7,9.0,4.0,6.0,5.0,7.0,7.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
India,India,Asia,Kerala,Western Ghats Trails,local experience,119.28,24.3,8.0,6.0,6.0,7.0,6.0,9.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Mexico,Mexico,North America,Merida,Safe Heritage Base,day-trip zone,169.33,20.6,4.0,7.0,3.0,8.0,6.0,6.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Italy,Italy,Europe,Rome,Ancient Monuments,main area,172.11,12.4,4.0,4.0,6.0,9.0,7.0,4.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
Greece,Greece,Europe,Thessaloniki,Byzantine Heritage,day-trip zone,184.51,18.9,5.0,3.0,7.0,9.0,8.0,4.0,7.0,7.0,Standard Hotel,Urban-Heritage,Culture
Brazil,Brazil,South America,Rio de Janeiro,Budget Beach Neighborhoods,local experience,65.61,28.7,5.0,8.0,6.0,5.0,8.0,5.0,7.0,5.0,Guesthouse/Hostel,Coastal,Budget
Kenya,Kenya,Africa,Maasai Mara,Safari Drives,main area,136.99,,8.0,5.0,2.0,6.0,6.0,9.0,7.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Greece,Greece,Europe,Rhodes,Island Beaches,local experience,189.22,21.6,4.0,8.0,5.0,5.0,7.0,5.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
South Africa,South Africa,Africa,Cape Winelands,Wine Estates,main area,177.85,16.8,4.0,9.0,7.0,6.0,8.0,4.0,6.0,,Resort/Apartment,Coastal,Relaxation
Egypt,Egypt,Africa,Alexandria,Mediterranean Heritage,local experience,116.09,24.4,3.0,3.0,5.0,9.0,9.0,5.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,Yellowstone,Family Nature Trip,local experience,175.81,16.3,6.0,6.0,4.0,6.0,6.0,4.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Japan,Japan,Asia,Kanazawa,Samurai and Gardens,local experience,117.2,15.4,5.0,4.0,6.0,9.0,8.0,4.0,5.0,9.0,Standard Hotel,Urban-Heritage,Culture
Germany,Germany,Europe,Black Forest,Forest Hikes,nearby district,103.67,5.8,8.0,4.0,4.0,,,9.0,9.0,,Guesthouse/Hostel,Mountain-Nature,Adventure
Brazil,Brazil,South America,Salvador,Affordable Historic Stay,nearby district,73.66,29.7,5.0,5.0,5.0,8.0,6.0,6.0,6.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Italy,Italy,Europe,Lake Garda,Family Parks,local experience,201.23,,6.0,6.0,3.0,8.0,8.0,6.0,8.0,9.0,Standard Hotel,Mountain-Nature,Family
Egypt,Egypt,Africa,Luxor,Budget Nile Hotels,day-trip zone,88.7,19.2,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Greece,Greece,Europe,Athens,Acropolis and Plaka,main area,182.4,15.9,4.0,4.0,5.0,10.0,9.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,New Orleans,Affordable Music Stay,nearby district,106.75,14.4,5.0,4.0,5.0,5.0,8.0,5.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Spain,Spain,Europe,Seville,Budget Tapas Stay,nearby district,104.06,20.7,7.0,4.0,6.0,6.0,7.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Vietnam,Vietnam,Asia,Hanoi,Museums and Food,day-trip zone,154.95,24.2,3.0,7.0,3.0,8.0,6.0,5.0,7.0,9.0,Standard Hotel,Urban-Heritage,Family
USA,USA,North America,New York City,Luxury Hotels,main area,255.31,12.0,4.0,7.0,,8.0,9.0,7.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Peru,Peru,South America,Arequipa,Colca Canyon,day-trip zone,125.15,17.2,9.0,4.0,4.0,6.0,6.0,9.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
France,France,Europe,Chamonix,Mont Blanc Trails,main area,111.25,12.2,8.0,3.0,3.0,5.0,8.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Mexico,Mexico,North America,Oaxaca,Food and Markets,nearby district,,21.4,6.0,2.0,5.0,9.0,8.0,5.0,6.0,7.0,Standard Hotel,Urban-Heritage,Culture
South Africa,South Africa,Africa,Cape Town,Budget Hostels,main area,97.59,21.4,4.0,5.0,8.0,6.0,6.0,5.0,4.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
France,France,Europe,Paris,Palace Hotels,main area,245.65,17.4,4.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Mexico,Mexico,North America,Copper Canyon,Rail and Hikes,nearby district,126.6,21.9,9.0,4.0,4.0,4.0,8.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Kenya,Kenya,Africa,Kisumu,Affordable Lakeside,local experience,88.14,25.6,6.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Pai,Backpacker Town,day-trip zone,69.63,25.7,4.0,5.0,5.0,6.0,7.0,5.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
France,France,Europe,Courchevel,Alpine Resorts,day-trip zone,221.49,16.1,6.0,7.0,8.0,7.0,9.0,5.0,8.0,8.0,Resort/Apartment,Mountain-Nature,Luxury
Vietnam,Vietnam,Asia,Hanoi,Budget Street Food,main area,85.32,22.2,6.0,5.0,7.0,7.0,,5.0,6.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
China,China,Asia,Beijing,Palace Hotels,day-trip zone,321.64,13.4,6.0,8.0,8.0,8.0,9.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Australia,Australia,Oceania,Whitsundays,Island Resorts,nearby district,279.63,19.5,5.0,8.0,6.0,8.0,7.0,6.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
South Africa,South Africa,Africa,Drakensberg,Mountain Hikes,nearby district,134.29,17.6,8.0,7.0,3.0,,7.0,9.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Argentina,Argentina,South America,Buenos Aires,Palermo Hostel Area,local experience,84.96,14.2,7.0,5.0,7.0,6.0,8.0,6.0,7.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Spain,Spain,Europe,Costa del Sol,Resort Coast,nearby district,172.76,18.8,3.0,8.0,6.0,5.0,6.0,5.0,6.0,7.0,Resort/Apartment,Coastal,Relaxation
Egypt,Egypt,Africa,Sharm El Sheikh,Red Sea Resorts,main area,146.69,24.5,5.0,8.0,4.0,5.0,6.0,5.0,8.0,5.0,Resort/Apartment,Coastal,Relaxation
USA,USA,North America,San Antonio,Affordable Heritage,local experience,92.42,11.6,5.0,5.0,5.0,8.0,8.0,5.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Brazil,Brazil,South America,Amazonas,Amazon Jungle Lodges,day-trip zone,106.43,23.2,7.0,3.0,3.0,5.0,6.0,10.0,9.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
USA,USA,North America,Florida Keys,Tropical Coast,nearby district,144.29,12.9,4.0,9.0,6.0,5.0,8.0,6.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
France,France,Europe,Toulouse,Budget Food and Culture,nearby district,77.43,12.7,5.0,5.0,7.0,6.0,8.0,5.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Pai,Mountain Roads,local experience,124.14,28.5,8.0,4.0,,5.0,7.0,8.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Dades Valley,Canyon Routes,day-trip zone,135.37,23.7,9.0,5.0,2.0,5.0,5.0,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
China,China,Asia,Zhangjiajie,Avatar Mountains,main area,179.8,14.2,8.0,5.0,4.0,6.0,7.0,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
France,France,Europe,Lyon,Hostel Neighborhoods,local experience,78.64,14.9,4.0,5.0,6.0,6.0,8.0,6.0,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
China,China,Asia,Beijing,Palace Hotels,day-trip zone,304.28,13.6,5.0,7.0,7.0,8.0,9.0,6.0,5.0,8.0,Resort/Apartment,Coastal,Luxury
Greece,Greece,Europe,Crete,Samaria Gorge,main area,161.95,17.0,9.0,4.0,5.0,5.0,8.0,9.0,9.0,9.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Argentina,Argentina,South America,Tigre,Delta Boat Escapes,local experience,138.3,14.8,4.0,9.0,6.0,6.0,7.0,5.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Thailand,Thailand,Asia,Phuket,Family Beach Resorts,main area,150.42,28.6,5.0,8.0,5.0,7.0,7.0,5.0,7.0,8.0,Standard Hotel,Coastal,Family
Egypt,Egypt,Africa,Alexandria,Mediterranean Heritage,local experience,127.43,20.4,4.0,4.0,7.0,10.0,8.0,5.0,4.0,6.0,Standard Hotel,Urban-Heritage,Culture
Germany,Germany,Europe,Berlin,High-end Culture Stay,local experience,195.3,11.9,3.0,7.0,8.0,7.0,7.0,5.0,7.0,9.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Rotorua,Budget Motels,day-trip zone,88.69,15.2,5.0,7.0,5.0,6.0,8.0,5.0,7.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Morocco,Morocco,Africa,Atlas Mountains,Kasbah Retreats,day-trip zone,237.78,23.3,6.0,7.0,8.0,7.0,8.0,4.0,8.0,8.0,Resort/Apartment,Mountain-Nature,Luxury
Kenya,Kenya,Africa,Kisumu,Affordable Lakeside,local experience,90.98,20.7,6.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Phuket,Beach Resorts,main area,149.18,28.7,4.0,8.0,5.0,5.0,7.0,5.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
Kenya,Kenya,Africa,Watamu,Quiet Beaches,nearby district,121.45,18.6,5.0,8.0,4.0,5.0,7.0,6.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Kenya,Kenya,Africa,Nairobi,High-end Hotels,day-trip zone,235.32,22.6,5.0,8.0,8.0,5.0,8.0,5.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
France,France,Europe,Provence,Lavender Villages,nearby district,142.76,12.5,5.0,8.0,5.0,4.0,8.0,6.0,8.0,9.0,Resort/Apartment,Coastal,Relaxation
South Africa,South Africa,Africa,Drakensberg,Mountain Hikes,nearby district,140.55,18.0,8.0,4.0,4.0,5.0,7.0,8.0,9.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Atlas Mountains,Toubkal Trails,main area,144.74,20.8,10.0,4.0,5.0,6.0,6.0,7.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Japan,Japan,Asia,Nara,Deer Park,day-trip zone,122.39,14.7,6.0,7.0,2.0,8.0,8.0,5.0,8.0,10.0,Standard Hotel,Mountain-Nature,Family
China,China,Asia,Suzhou,Classical Gardens,day-trip zone,189.1,15.5,4.0,4.0,6.0,10.0,7.0,3.0,4.0,8.0,Standard Hotel,Urban-Heritage,Culture
Spain,Spain,Europe,Seville,Budget Tapas Stay,nearby district,99.86,21.1,4.0,5.0,7.0,5.0,8.0,6.0,7.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Germany,Germany,Europe,Leipzig,Affordable Arts Scene,main area,80.68,9.5,5.0,4.0,,6.0,7.0,6.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
France,France,Europe,Corsica,GR20 Sections,day-trip zone,136.76,15.0,8.0,3.0,2.0,5.0,8.0,9.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Canada,Canada,North America,Halifax,Budget Harbor Stay,day-trip zone,100.47,9.1,6.0,5.0,6.0,7.0,7.0,6.0,7.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Italy,Italy,Europe,Turin,Affordable Museums,local experience,111.02,14.1,7.0,4.0,5.0,8.0,9.0,5.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Brazil,Brazil,South America,Buzios,Beach Town,nearby district,129.78,25.6,6.0,9.0,5.0,4.0,8.0,5.0,8.0,5.0,Resort/Apartment,Coastal,Relaxation
Mexico,Mexico,North America,Riviera Maya,Family Resorts,main area,163.26,21.1,6.0,6.0,4.0,8.0,8.0,6.0,6.0,7.0,Standard Hotel,Urban-Heritage,Family
Italy,Italy,Europe,Cinque Terre,Coastal Trails,day-trip zone,165.8,15.0,9.0,8.0,4.0,5.0,7.0,10.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Italy,Italy,Europe,Venice,Canals and Palaces,day-trip zone,184.74,14.4,2.0,4.0,6.0,9.0,9.0,4.0,4.0,8.0,Standard Hotel,Urban-Heritage,Culture
Spain,Spain,Europe,Seville,Budget Tapas Stay,nearby district,94.86,17.3,6.0,7.0,5.0,8.0,6.0,5.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
China,China,Asia,Dali,Lake Retreat,local experience,193.35,11.7,4.0,8.0,6.0,5.0,8.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Morocco,Morocco,Africa,Agadir,Family Beach Resorts,nearby district,156.61,21.8,6.0,8.0,3.0,8.0,7.0,5.0,6.0,9.0,Standard Hotel,Coastal,Family
South Africa,South Africa,Africa,Kruger,Private Safari Lodges,nearby district,277.67,17.6,4.0,7.0,8.0,7.0,8.0,5.0,8.0,6.0,Resort/Apartment,Coastal,Luxury
Mexico,Mexico,North America,Tulum,Caribbean Beaches,main area,150.2,25.6,4.0,9.0,5.0,5.0,7.0,5.0,8.0,6.0,Resort/Apartment,Coastal,Relaxation
Thailand,Thailand,Asia,Pai,Mountain Roads,local experience,140.81,27.6,8.0,6.0,3.0,5.0,7.0,8.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Egypt,Egypt,Africa,Dahab,Budget Diving Hostels,main area,97.08,22.3,6.0,5.0,6.0,7.0,7.0,3.0,3.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Mexico,Mexico,North America,Oaxaca,Sierra Norte Trails,local experience,144.77,23.9,8.0,5.0,5.0,6.0,7.0,9.0,8.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Marrakech,Luxury Riads,main area,231.32,20.8,5.0,8.0,7.0,6.0,9.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Australia,Australia,Oceania,Sydney,Harbour Culture,nearby district,164.24,21.3,5.0,3.0,6.0,9.0,8.0,4.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
South Africa,South Africa,Africa,Garden Route,Boutique Lodges,local experience,275.06,19.0,7.0,8.0,8.0,7.0,8.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
Thailand,Thailand,Asia,Chiang Mai,Ethical Elephant Parks,day-trip zone,136.71,25.9,6.0,7.0,4.0,6.0,5.0,5.0,8.0,8.0,Standard Hotel,Mountain-Nature,Family
Mexico,Mexico,North America,Puebla,Colonial Center,local experience,146.31,21.7,4.0,5.0,5.0,8.0,6.0,4.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
Germany,Germany,Europe,Baden-Baden,Spa Hotels,nearby district,205.26,8.4,4.0,7.0,7.0,6.0,8.0,5.0,6.0,10.0,Resort/Apartment,Coastal,Luxury
Japan,Japan,Asia,Nara,Ancient Shrines,nearby district,124.04,15.7,4.0,3.0,6.0,10.0,8.0,4.0,5.0,10.0,Standard Hotel,Urban-Heritage,Culture
Mexico,Mexico,North America,Merida,Budget Heritage Base,day-trip zone,102.93,24.1,6.0,4.0,7.0,8.0,8.0,5.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
South Africa,South Africa,Africa,Cape Town,Aquarium and Cableway,main area,166.15,22.4,5.0,7.0,3.0,7.0,6.0,5.0,6.0,6.0,Standard Hotel,Urban-Heritage,Family
Peru,Peru,South America,Sacred Valley,Luxury Lodges,main area,217.78,18.3,5.0,7.0,6.0,7.0,9.0,4.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
Peru,Peru,South America,Arequipa,Colca Canyon,day-trip zone,116.24,19.9,8.0,4.0,3.0,5.0,7.0,9.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Vietnam,Vietnam,Asia,Da Lat,Waterfalls and Canyoning,local experience,123.11,24.6,8.0,4.0,5.0,6.0,8.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
China,China,Asia,Hangzhou,West Lake,nearby district,185.16,13.1,5.0,8.0,5.0,5.0,8.0,4.0,6.0,7.0,Resort/Apartment,Coastal,Relaxation
Argentina,Argentina,South America,Bariloche,Lake Resorts,day-trip zone,241.48,15.7,3.0,8.0,7.0,5.0,9.0,6.0,4.0,7.0,Resort/Apartment,Coastal,Luxury
Japan,Japan,Asia,Tokyo,Disney and Museums,main area,123.61,14.5,6.0,6.0,3.0,8.0,6.0,6.0,7.0,10.0,Standard Hotel,Urban-Heritage,Family
China,China,Asia,Shanghai,Disney Resort,nearby district,206.01,14.5,6.0,6.0,4.0,7.0,7.0,4.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
South Africa,South Africa,Africa,Cape Town,Budget Hostels,main area,95.86,12.8,5.0,5.0,7.0,7.0,8.0,6.0,,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Australia,Australia,Oceania,Gold Coast,Theme Parks,main area,177.62,23.4,6.0,8.0,4.0,8.0,6.0,4.0,,8.0,Standard Hotel,Urban-Heritage,Family
Germany,Germany,Europe,Munich,Bavarian Culture,nearby district,126.81,6.8,3.0,3.0,5.0,9.0,9.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Argentina,Argentina,South America,Mendoza,Aconcagua Foothills,day-trip zone,121.71,17.8,9.0,5.0,5.0,5.0,5.0,8.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Canada,Canada,North America,Halifax,Budget Harbor Stay,day-trip zone,,4.5,6.0,4.0,6.0,8.0,8.0,4.0,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Egypt,Egypt,Africa,Luxor,Budget Nile Hotels,day-trip zone,77.94,21.6,6.0,6.0,,6.0,8.0,5.0,5.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Vietnam,Vietnam,Asia,Da Nang,Luxury Beach Hotels,nearby district,247.51,27.6,5.0,8.0,7.0,6.0,9.0,6.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Brazil,Brazil,South America,Bahia,Praia do Forte,local experience,95.73,24.5,4.0,7.0,5.0,4.0,6.0,4.0,6.0,6.0,Resort/Apartment,Coastal,Relaxation
Kenya,Kenya,Africa,Mombasa,Affordable Coast,nearby district,82.0,23.6,6.0,8.0,6.0,7.0,6.0,6.0,5.0,6.0,Guesthouse/Hostel,Coastal,Budget
Peru,Peru,South America,Paracas,Boat Wildlife Tours,local experience,131.89,,6.0,6.0,3.0,7.0,7.0,6.0,6.0,7.0,Standard Hotel,Urban-Heritage,Family
France,France,Europe,Toulouse,Budget Food and Culture,nearby district,92.65,17.2,5.0,4.0,6.0,6.0,6.0,7.0,8.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Spain,Spain,Europe,Marbella,Luxury Resorts,main area,260.97,23.0,5.0,7.0,8.0,7.0,10.0,4.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
Vietnam,Vietnam,Asia,Hue,Imperial City,nearby district,155.85,25.2,4.0,5.0,6.0,10.0,8.0,4.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
China,China,Asia,Guilin,River Family Tours,local experience,181.19,,5.0,7.0,3.0,8.0,7.0,5.0,7.0,9.0,Standard Hotel,Urban-Heritage,Family
Japan,Japan,Asia,Nagoya,Affordable Base,day-trip zone,59.96,16.5,5.0,5.0,6.0,5.0,8.0,5.0,6.0,9.0,Guesthouse/Hostel,Urban-Heritage,Budget
Canada,Canada,North America,Montreal,Student Hostels,main area,99.54,9.0,5.0,4.0,6.0,5.0,7.0,5.0,4.0,9.0,Guesthouse/Hostel,Urban-Heritage,Budget
South Africa,South Africa,Africa,Drakensberg,Mountain Hikes,nearby district,140.16,19.0,8.0,4.0,3.0,6.0,8.0,9.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
South Africa,South Africa,Africa,Kruger,Safari Drives,local experience,162.08,21.2,8.0,5.0,4.0,6.0,6.0,10.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
New Zealand,New Zealand,Oceania,Rotorua,Hot Springs,day-trip zone,164.18,14.2,3.0,7.0,5.0,5.0,6.0,5.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Morocco,Morocco,Africa,Marrakech,Riad Spa Stay,local experience,129.07,23.8,4.0,7.0,5.0,5.0,5.0,5.0,8.0,9.0,Resort/Apartment,Coastal,Relaxation
Australia,Australia,Oceania,Port Douglas,Reef Luxury Stays,local experience,271.34,18.9,4.0,8.0,8.0,6.0,8.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Spain,Spain,Europe,Madrid,Museums and Parks,local experience,167.6,14.3,6.0,6.0,2.0,8.0,8.0,5.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Morocco,Morocco,Africa,Dades Valley,Canyon Routes,day-trip zone,126.43,25.4,9.0,4.0,5.0,5.0,7.0,9.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Egypt,Egypt,Africa,Red Sea,Diving Trips,local experience,123.41,26.1,9.0,8.0,5.0,6.0,7.0,10.0,7.0,6.0,Guesthouse/Hostel,Coastal,Adventure
Kenya,Kenya,Africa,Maasai Mara,Family Safari,nearby district,144.28,21.5,5.0,6.0,5.0,9.0,8.0,6.0,8.0,7.0,Standard Hotel,Urban-Heritage,Family
Kenya,Kenya,Africa,Maasai Mara,Luxury Safari Camps,main area,234.0,21.8,4.0,8.0,7.0,8.0,8.0,4.0,8.0,7.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Rotorua,Budget Motels,day-trip zone,83.31,11.1,5.0,6.0,7.0,7.0,8.0,6.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
China,China,Asia,Zhangjiajie,Avatar Mountains,main area,171.97,14.0,8.0,4.0,4.0,4.0,7.0,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Peru,Peru,South America,Paracas,Coastal Reserve,nearby district,150.88,17.2,4.0,9.0,6.0,5.0,6.0,6.0,7.0,6.0,Resort/Apartment,Coastal,Relaxation
Morocco,Morocco,Africa,Marrakech,Medina and Souks,main area,132.29,24.4,4.0,3.0,5.0,9.0,8.0,3.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Thailand,Thailand,Asia,Phuket,Beach Resorts,main area,131.59,31.0,5.0,10.0,6.0,6.0,8.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
France,France,Europe,Loire Valley,Castle Routes,local experience,134.64,9.0,4.0,6.0,3.0,7.0,5.0,5.0,8.0,9.0,Standard Hotel,Urban-Heritage,Family
Spain,Spain,Europe,Madrid,High-end City Stay,day-trip zone,271.56,15.1,,7.0,7.0,9.0,8.0,5.0,5.0,8.0,Resort/Apartment,Coastal,Luxury
Vietnam,Vietnam,Asia,Hanoi,Budget Street Food,main area,76.78,25.1,6.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Kenya,Kenya,Africa,Naivasha,Boat Trips,local experience,153.31,24.9,5.0,7.0,3.0,7.0,6.0,6.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Mexico,Mexico,North America,Oaxaca,Food and Markets,nearby district,155.77,21.8,3.0,3.0,7.0,9.0,10.0,5.0,4.0,6.0,Standard Hotel,Urban-Heritage,Culture
Vietnam,Vietnam,Asia,Da Nang,Beach Coast,main area,145.09,28.5,5.0,9.0,5.0,6.0,7.0,5.0,,7.0,Resort/Apartment,Coastal,Relaxation
